Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3p6.3d8""","=""3F""","=""4""",9,"=""""","=""0.00000""","=""""",
"=""3p6.3d8""","=""3F""","=""3""",7,"=""""","=""0.23078""","=""""",
"=""3p6.3d8""","=""3F""","=""2""",5,"=""""","=""0.38157""","=""""",
"=""3p6.3d8""","=""1D""","=""2""",5,"=""""","=""2.01450""","=""""",
"=""3p6.3d8""","=""3P""","=""2""",5,"=""""","=""2.44207""","=""""",
"=""3p6.3d8""","=""3P""","=""1""",3,"=""""","=""2.49166""","=""""",
"=""3p6.3d8""","=""3P""","=""0""",1,"=""""","=""2.53208""","=""""",
"=""3p6.3d8""","=""1G""","=""4""",9,"=""""","=""3.33679""","=""""",
"=""3p6.3d8""","=""1S""","=""0""",1,"=""""","=""7.61962""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""5""",11,"=""""","=""14.83253""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""4""",9,"=""""","=""14.99201""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""3""",7,"=""""","=""15.11737""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""2""",5,"=""""","=""15.20837""","=""""",
"=""3p6.3d7.(4F).4s""","=""5F""","=""1""",3,"=""""","=""15.26739""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""4""",9,"=""""","=""15.91254""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""3""",7,"=""""","=""16.12542""","=""""",
"=""3p6.3d7.(4F).4s""","=""3F""","=""2""",5,"=""""","=""16.26903""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""3""",7,"=""""","=""17.32001""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""2""",5,"=""""","=""17.36593""","=""""",
"=""3p6.3d7.(4P).4s""","=""5P""","=""1""",3,"=""""","=""17.44644""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""5""",11,"=""""","=""17.86190""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""4""",9,"=""""","=""17.94659""","=""""",
"=""3p6.3d7.(2G).4s""","=""3G""","=""3""",7,"=""""","=""18.04961""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""2""",5,"=""""","=""18.31700""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""1""",3,"=""""","=""18.34096""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""0""",1,"=""""","=""18.37865""","=""""",
"=""3p6.3d7.(2G).4s""","=""1G""","=""4""",9,"=""""","=""18.45637""","=""""",
"=""3p6.3d7.(4P).4s""","=""3P""","=""2""",5,"=""""","=""18.46169""","=""""",
"=""3p6.3d7.(2P).4s""","=""3P""","=""1""",3,"=""""","=""18.55637""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""6""",13,"=""""","=""18.79882""","=""""",
"=""3p6.3d7.(2D2).4s""","=""3D""","=""3""",7,"=""""","=""18.87433""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""5""",11,"=""""","=""18.88300""","=""""",
"=""3p6.3d7.(2P).4s""","=""1P""","=""1""",3,"=""""","=""18.89522""","=""""",
"=""3p6.3d7.(2H).4s""","=""3H""","=""4""",9,"=""""","=""18.99416""","=""""",
"=""3p6.3d7.(2D2).4s""","=""3D""","=""2""",5,"=""""","=""19.01616""","=""""",
"=""3p6.3d7.(2D2).4s""","=""3D""","=""1""",3,"=""""","=""19.27665""","=""""",
"=""3p6.3d7.(2H).4s""","=""1H""","=""5""",11,"=""""","=""19.39841""","=""""",
"=""3p6.3d7.(2D2).4s""","=""1D""","=""2""",5,"=""""","=""19.53199""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""2""",5,"=""""","=""21.08556""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""3""",7,"=""""","=""21.11174""","=""""",
"=""3p6.3d7.(2F).4s""","=""3F""","=""4""",9,"=""""","=""21.15406""","=""""",
"=""3p6.3d7.(2F).4s""","=""1F""","=""3""",7,"=""""","=""21.67632""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""5""",11,"=""""","=""23.62242""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""4""",9,"=""""","=""23.62564""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""3""",7,"=""""","=""23.77543""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""2""",5,"=""""","=""23.89684""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""4""",9,"=""""","=""23.89830""","=""""",
"=""3p6.3d7.(4F).4p""","=""5F*""","=""1""",3,"=""""","=""23.98281""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""6""",13,"=""""","=""24.04646""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""3""",7,"=""""","=""24.06935""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""5""",11,"=""""","=""24.09498""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""4""",9,"=""""","=""24.18373""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""2""",5,"=""""","=""24.18757""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""3""",7,"=""""","=""24.24438""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""1""",3,"=""""","=""24.26176""","=""""",
"=""3p6.3d7.(4F).4p""","=""5G*""","=""2""",5,"=""""","=""24.27945""","=""""",
"=""3p6.3d7.(4F).4p""","=""5D*""","=""0""",1,"=""""","=""24.29247""","=""""",
"=""3p6.3d7.(2D1).4s""","=""3D""","=""1""",3,"=""""","=""24.40672""","=""""",
"=""3p6.3d7.(2D1).4s""","=""3D""","=""2""",5,"=""""","=""24.44206""","=""""",
"=""3p6.3d7.(4F).4p""","=""3G*""","=""5""",11,"=""""","=""24.46518""","=""""",
"=""3p6.3d7.(2D1).4s""","=""3D""","=""3""",7,"=""""","=""24.50665""","=""""",
"=""3p6.3d7.(4F).4p""","=""3F*""","=""4""",9,"=""""","=""24.57109""","=""""",
"=""3p6.3d7.(4F).4p""","=""3G*""","=""4""",9,"=""""","=""24.69794""","=""""",
"=""3p6.3d7.(4F).4p""","=""3F*""","=""3""",7,"=""""","=""24.74710""","=""""",
"=""3p6.3d7.(4F).4p""","=""3G*""","=""3""",7,"=""""","=""24.85667""","=""""",
"=""3p6.3d7.(4F).4p""","=""3F*""","=""2""",5,"=""""","=""24.88611""","=""""",
"=""3p6.3d7.(4F).4p""","=""3D*""","=""3""",7,"=""""","=""24.94697""","=""""",
"=""3p6.3d7.(2D1).4s""","=""1D""","=""2""",5,"=""""","=""25.01642""","=""""",
"=""3p6.3d7.(4F).4p""","=""3D*""","=""2""",5,"=""""","=""25.08952""","=""""",
"=""3p6.3d7.(4F).4p""","=""3D*""","=""1""",3,"=""""","=""25.18609""","=""""",
"=""3p6.3d7.(4P).4p""","=""5S*""","=""2""",5,"=""""","=""25.27652""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""1""",3,"=""""","=""26.45332""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""2""",5,"=""""","=""26.47490""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""3""",7,"=""""","=""26.49107""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""0""",1,"=""""","=""26.52420""","=""""",
"=""3p6.3d7.(4P).4p""","=""5D*""","=""4""",9,"=""""","=""26.57213""","=""""",
"=""3p6.3d7.(4P).4p""","=""*""","=""1""",3,"=""""","=""26.58387""","=""""",
"=""3p6.3d7.(2G).4p""","=""3H*""","=""5""",11,"=""""","=""26.63618""","=""""",
"=""3p6.3d7.(2G).4p""","=""3F*""","=""4""",9,"=""""","=""26.67307""","=""""",
"=""3p6.3d7.(2G).4p""","=""3H*""","=""4""",9,"=""""","=""26.74759""","=""""",
"=""3p6.3d7.(2G).4p""","=""3H*""","=""6""",13,"=""""","=""26.78943""","=""""",
"=""3p6.3d7.(2P).4p""","=""3P*""","=""0""",1,"=""""","=""26.83376""","=""""",
"=""3p6.3d7.(2P).4p""","=""3P*""","=""2""",5,"=""""","=""26.86774""","=""""",
"=""3p6.3d7.(2G).4p""","=""3F*""","=""3""",7,"=""""","=""26.91439""","=""""",
"=""3p6.3d7.(2P).4p""","=""3P*""","=""1""",3,"=""""","=""26.91812""","=""""",
"=""3p6.3d7.(2G).4p""","=""1G*""","=""4""",9,"=""""","=""26.95969""","=""""",
"=""3p6.3d7.(4P).4p""","=""5P*""","=""3""",7,"=""""","=""26.98158""","=""""",
"=""3p6.3d7.(4P).4p""","=""*""","=""2""",5,"=""""","=""26.98511""","=""""",
"=""3p6.3d7.(2G).4p""","=""3G*""","=""5""",11,"=""""","=""27.02849""","=""""",
"=""3p6.3d7.(4P).4p""","=""5P*""","=""2""",5,"=""""","=""27.03196""","=""""",
"=""3p6.3d7.(4P).4p""","=""3D*""","=""3""",7,"=""""","=""27.04562""","=""""",
"=""3p6.3d7.(4P).4p""","=""5P*""","=""1""",3,"=""""","=""27.04972""","=""""",
"=""3p6.3d7.(2G).4p""","=""3G*""","=""3""",7,"=""""","=""27.10642""","=""""",
"=""3p6.3d7.(4P).4p""","=""3D*""","=""1""",3,"=""""","=""27.10680""","=""""",
"=""3p6.3d7.(2G).4p""","=""3F*""","=""2""",5,"=""""","=""27.11859""","=""""",
"=""3p6.3d7.(2G).4p""","=""1H*""","=""5""",11,"=""""","=""27.12954""","=""""",
"=""3p6.3d7.(2G).4p""","=""3G*""","=""4""",9,"=""""","=""27.14570""","=""""",
"=""3p6.3d7.(2G).4p""","=""*""","=""3""",7,"=""""","=""27.20247""","=""""",
"=""3p6.3d7.(2P).4p""","=""1S*""","=""0""",1,"=""""","=""27.26008""","=""""",
"=""3p6.3d7.(4P).4p""","=""3P*""","=""2""",5,"=""""","=""27.31565""","=""""",
"=""3p6.3d7.(2H).4p""","=""3G*""","=""5""",11,"=""""","=""27.39022""","=""""",
"=""3p6.3d7.(4P).4p""","=""3P*""","=""1""",3,"=""""","=""27.43418""","=""""",
"=""3p6.3d7.(2H).4p""","=""3I*""","=""6""",13,"=""""","=""27.47510""","=""""",
"=""3p6.3d7.(2P).4p""","=""3D*""","=""3""",7,"=""""","=""27.48110""","=""""",
"=""3p6.3d7.(4P).4p""","=""3D*""","=""2""",5,"=""""","=""27.49207""","=""""",
