Configuration,Term,J,g,Prefix,Level (eV),Suffix
"=""3d4.(5D).4s""","=""b 4D""","=""7/2""",8,"=""""","=""8.949592""","=""""",
"=""3d5""","=""a 2P""","=""3/2""",4,"=""""","=""10.31251""","=""""",
"=""3d5""","=""a 2P""","=""1/2""",2,"=""""","=""10.31908""","=""""",
"=""3d4.(3P2).4s""","=""b 4P""","=""1/2""",2,"=""""","=""10.490369""","=""""",
"=""3d4.(3H).4s""","=""a 4H""","=""7/2""",8,"=""""","=""10.536379""","=""""",
"=""3d4.(3H).4s""","=""a 4H""","=""9/2""",10,"=""""","=""10.548215""","=""""",
"=""3d4.(3P2).4s""","=""b 4P""","=""3/2""",4,"=""""","=""10.560215""","=""""",
"=""3d4.(3H).4s""","=""a 4H""","=""11/2""",12,"=""""","=""10.563548""","=""""",
"=""3d4.(3H).4s""","=""a 4H""","=""13/2""",14,"=""""","=""10.581645""","=""""",
"=""3d4.(3P2).4s""","=""b 4P""","=""5/2""",6,"=""""","=""10.669026""","=""""",
"=""3d4.(3F2).4s""","=""b 4F""","=""3/2""",4,"=""""","=""10.722993""","=""""",
"=""3d4.(3F2).4s""","=""b 4F""","=""5/2""",6,"=""""","=""10.727229""","=""""",
"=""3d4.(3F2).4s""","=""b 4F""","=""7/2""",8,"=""""","=""10.734334""","=""""",
"=""3d4.(3F2).4s""","=""b 4F""","=""9/2""",10,"=""""","=""10.743735""","=""""",
"=""3d4.(3G).4s""","=""b 4G""","=""5/2""",6,"=""""","=""11.019725""","=""""",
"=""3d4.(3G).4s""","=""b 4G""","=""7/2""",8,"=""""","=""11.041095""","=""""",
"=""3d4.(3G).4s""","=""b 4G""","=""9/2""",10,"=""""","=""11.059972""","=""""",
"=""3d4.(3G).4s""","=""b 4G""","=""11/2""",12,"=""""","=""11.072684""","=""""",
"=""3d5""","=""c 2D1""","=""5/2""",6,"=""""","=""11.09613""","=""""",
"=""3d5""","=""c 2D1""","=""3/2""",4,"=""""","=""11.10197""","=""?""",
"=""3d4.(3P2).4s""","=""b 2P""","=""1/2""",2,"=""""","=""11.18753""","=""""",
"=""3d4.(3H).4s""","=""b 2H""","=""9/2""",10,"=""""","=""11.213193""","=""""",
"=""3d4.(3H).4s""","=""b 2H""","=""11/2""",12,"=""""","=""11.251078""","=""""",
"=""3d4.(3P2).4s""","=""b 2P""","=""3/2""",4,"=""""","=""11.32079""","=""""",
"=""3d4.(3F2).4s""","=""c 2F""","=""5/2""",6,"=""""","=""11.394904""","=""""",
"=""3d4.(3F2).4s""","=""c 2F""","=""7/2""",8,"=""""","=""11.400136""","=""""",
"=""3d4.(3G).4s""","=""c 2G""","=""7/2""",8,"=""""","=""11.703761""","=""""",
"=""3d4.(3D).4s""","=""c 4D""","=""7/2""",8,"=""""","=""11.741037""","=""""",
"=""3d4.(3G).4s""","=""c 2G""","=""9/2""",10,"=""""","=""11.742196""","=""""",
"=""3d4.(3D).4s""","=""c 4D""","=""5/2""",6,"=""""","=""11.750165""","=""""",
"=""3d4.(3D).4s""","=""c 4D""","=""3/2""",4,"=""""","=""11.759983""","=""""",
"=""3d4.(3D).4s""","=""c 4D""","=""1/2""",2,"=""""","=""11.766900""","=""""",
"=""3d4.(1G2).4s""","=""d 2G""","=""9/2""",10,"=""""","=""11.95585""","=""""",
"=""3d4.(1G2).4s""","=""d 2G""","=""7/2""",8,"=""""","=""11.96293""","=""""",
"=""3d4.(1I).4s""","=""b 2I""","=""13/2""",14,"=""""","=""12.056206""","=""""",
"=""3d4.(1I).4s""","=""b 2I""","=""11/2""",12,"=""""","=""12.060161""","=""""",
"=""3d4.(1S2).4s""","=""b 2S""","=""1/2""",2,"=""""","=""12.26956""","=""""",
"=""3d4.(3D).4s""","=""d 2D""","=""5/2""",6,"=""""","=""12.398581""","=""""",
"=""3d4.(3D).4s""","=""d 2D""","=""3/2""",4,"=""""","=""12.408983""","=""""",
"=""3d4.(1D2).4s""","=""e 2D""","=""5/2""",6,"=""""","=""12.95273""","=""""",
"=""3d4.(1D2).4s""","=""e 2D""","=""3/2""",4,"=""""","=""12.95857""","=""""",
"=""3d4.(1F).4s""","=""d 2F""","=""7/2""",8,"=""""","=""13.621071""","=""""",
"=""3d4.(1F).4s""","=""d 2F""","=""5/2""",6,"=""""","=""13.621450""","=""""",
"=""3d4.(5D).4p""","=""z 6F*""","=""1/2""",2,"=""""","=""13.642743""","=""""",
"=""3d4.(5D).4p""","=""z 6F*""","=""3/2""",4,"=""""","=""13.659673""","=""""",
"=""3d4.(5D).4p""","=""z 6F*""","=""5/2""",6,"=""""","=""13.687670""","=""""",
"=""3d4.(5D).4p""","=""z 6F*""","=""7/2""",8,"=""""","=""13.726491""","=""""",
"=""3d4.(5D).4p""","=""z 6F*""","=""9/2""",10,"=""""","=""13.776057""","=""""",
"=""3d4.(5D).4p""","=""z 6F*""","=""11/2""",12,"=""""","=""13.836816""","=""""",
"=""3d4.(5D).4p""","=""z 6P*""","=""3/2""",4,"=""""","=""13.858532""","=""""",
"=""3d4.(5D).4p""","=""z 6P*""","=""5/2""",6,"=""""","=""13.871798""","=""""",
"=""3d4.(5D).4p""","=""z 6P*""","=""7/2""",8,"=""""","=""13.893397""","=""""",
"=""3d4.(5D).4p""","=""z 4P*""","=""1/2""",2,"=""""","=""13.966238""","=""""",
"=""3d4.(5D).4p""","=""z 4P*""","=""3/2""",4,"=""""","=""14.019927""","=""""",
"=""3d4.(5D).4p""","=""z 4P*""","=""5/2""",6,"=""""","=""14.094093""","=""""",
"=""3d4.(5D).4p""","=""z 6D*""","=""1/2""",2,"=""""","=""14.133121""","=""""",
"=""3d4.(5D).4p""","=""z 6D*""","=""3/2""",4,"=""""","=""14.145973""","=""""",
"=""3d4.(5D).4p""","=""z 6D*""","=""7/2""",8,"=""""","=""14.160113""","=""""",
"=""3d4.(5D).4p""","=""z 6D*""","=""5/2""",6,"=""""","=""14.169895""","=""""",
"=""3d4.(5D).4p""","=""z 6D*""","=""9/2""",10,"=""""","=""14.196337""","=""""",
"=""3d4.(3F1).4s""","=""c 4F""","=""9/2""",10,"=""""","=""14.346410""","=""""",
"=""3d4.(3F1).4s""","=""c 4F""","=""3/2""",4,"=""""","=""14.352733""","=""""",
"=""3d4.(3F1).4s""","=""c 4F""","=""7/2""",8,"=""""","=""14.354147""","=""""",
"=""3d4.(3F1).4s""","=""c 4F""","=""5/2""",6,"=""""","=""14.354919""","=""""",
"=""3d4.(3P1).4s""","=""c 4P""","=""3/2""",4,"=""""","=""14.407894""","=""""",
"=""3d4.(3P1).4s""","=""c 4P""","=""1/2""",2,"=""""","=""14.443961""","=""""",
"=""3d4.(5D).4p""","=""z 4F*""","=""3/2""",4,"=""""","=""14.454099""","=""""",
"=""3d4.(3P1).4s""","=""c 4P""","=""5/2""",6,"=""""","=""14.459335""","=""""",
"=""3d4.(5D).4p""","=""z 4F*""","=""5/2""",6,"=""""","=""14.467981""","=""""",
"=""3d4.(5D).4p""","=""z 4F*""","=""7/2""",8,"=""""","=""14.487763""","=""""",
"=""3d4.(5D).4p""","=""z 4F*""","=""9/2""",10,"=""""","=""14.514054""","=""""",
"=""3d4.(3F1).4s""","=""e 2F""","=""7/2""",8,"=""""","=""14.996565""","=""""",
"=""3d4.(5D).4p""","=""z 4D*""","=""1/2""",2,"=""""","=""14.998895""","=""""",
"=""3d4.(3F1).4s""","=""e 2F""","=""5/2""",6,"=""""","=""15.002472""","=""""",
"=""3d4.(5D).4p""","=""z 4D*""","=""3/2""",4,"=""""","=""15.013380""","=""""",
"=""3d4.(5D).4p""","=""z 4D*""","=""5/2""",6,"=""""","=""15.035231""","=""""",
"=""3d4.(5D).4p""","=""z 4D*""","=""7/2""",8,"=""""","=""15.061630""","=""""",
"=""3d4.(1G1).4s""","=""e 2G""","=""9/2""",10,"=""""","=""15.494700""","=""""",
"=""3d4.(1G1).4s""","=""e 2G""","=""7/2""",8,"=""""","=""15.496326""","=""""",
"=""3d4.(3H).4p""","=""z 4H*""","=""7/2""",8,"=""""","=""16.208617""","=""""",
"=""3d4.(3H).4p""","=""z 4H*""","=""9/2""",10,"=""""","=""16.228960""","=""""",
"=""3d4.(3H).4p""","=""z 4H*""","=""11/2""",12,"=""""","=""16.257259""","=""""",
"=""3d4.(a 3P).4p""","=""y 4D*""","=""1/2""",2,"=""""","=""16.277536""","=""""",
"=""3d4.(3H).4p""","=""z 4H*""","=""13/2""",14,"=""""","=""16.294007""","=""""",
"=""3d4.(a 3P).4p""","=""y 4D*""","=""3/2""",4,"=""""","=""16.328928""","=""""",
"=""3d4.(a 3P).4p""","=""y 4D*""","=""5/2""",6,"=""""","=""16.402806""","=""""",
"=""3d4.(a 3F).4p""","=""z 4G*""","=""5/2""",6,"=""""","=""16.477220""","=""""",
"=""3d4.(a 3P).4p""","=""y 4D*""","=""7/2""",8,"=""""","=""16.486426""","=""""",
"=""3d4.(a 3F).4p""","=""z 4G*""","=""7/2""",8,"=""""","=""16.497318""","=""""",
"=""3d4.(3H).4p""","=""z 4I*""","=""9/2""",10,"=""""","=""16.500632""","=""""",
"=""3d4.(a 3F).4p""","=""z 4G*""","=""9/2""",10,"=""""","=""16.524168""","=""""",
"=""3d4.(3H).4p""","=""z 4I*""","=""11/2""",12,"=""""","=""16.546391""","=""""",
"=""3d4.(a 3P).4p""","=""z 2S*""","=""1/2""",2,"=""""","=""16.57205""","=""""",
"=""3d4.(a 3F).4p""","=""z 4G*""","=""11/2""",12,"=""""","=""16.581230""","=""""",
"=""3d4.(3H).4p""","=""z 2G*""","=""7/2""",8,"=""""","=""16.583073""","=""""",
"=""3d4.(3H).4p""","=""z 4I*""","=""13/2""",14,"=""""","=""16.589616""","=""""",
"=""3d4.(3H).4p""","=""z 2G*""","=""9/2""",10,"=""""","=""16.607626""","=""""",
"=""3d4.(3H).4p""","=""z 4I*""","=""15/2""",16,"=""""","=""16.630819""","=""""",
"=""3d4.(a 3P).4p""","=""y 4P*""","=""3/2""",4,"=""""","=""16.693033""","=""""",
"=""3d4.(a 3P).4p""","=""y 4P*""","=""1/2""",2,"=""""","=""16.711719""","=""""",
"=""3d4.(a 3F).4p""","=""y 4F*""","=""3/2""",4,"=""""","=""16.752348""","=""""",
"=""3d4.(a 3P).4p""","=""y 4P*""","=""5/2""",6,"=""""","=""16.768400""","=""""",
"=""3d4.(a 3F).4p""","=""y 4F*""","=""5/2""",6,"=""""","=""16.801186""","=""""",
"=""3d4.(3H).4p""","=""y 4G*""","=""7/2""",8,"=""""","=""16.823685""","=""""",
"=""3d4.(3H).4p""","=""y 4G*""","=""5/2""",6,"=""""","=""16.825883""","=""""",
"=""3d4.(3H).4p""","=""y 4G*""","=""9/2""",10,"=""""","=""16.828685""","=""""",
"=""3d4.(3H).4p""","=""y 4G*""","=""11/2""",12,"=""""","=""16.834710""","=""""",
"=""3d4.(a 3P).4p""","=""z 2P*""","=""3/2""",4,"=""""","=""16.84437""","=""""",
"=""3d4.(a 3F).4p""","=""y 4F*""","=""7/2""",8,"=""""","=""16.845703""","=""""",
"=""3d4.(a 3F).4p""","=""y 4F*""","=""9/2""",10,"=""""","=""16.854918""","=""""",
"=""3d4.(a 3F).4p""","=""*""","=""3/2""",4,"=""""","=""16.85910""","=""""",
"=""3d4.(a 3F).4p""","=""z 2D*""","=""5/2""",6,"=""""","=""16.86853""","=""""",
"=""3d4.(a 3P).4p""","=""z 2P*""","=""1/2""",2,"=""""","=""16.87294""","=""""",
"=""3d4.(3H).4p""","=""z 2I*""","=""11/2""",12,"=""""","=""16.914110""","=""""",
"=""3d4.(3H).4p""","=""z 2I*""","=""13/2""",14,"=""""","=""16.923921""","=""""",
"=""3d4.(a 3F).4p""","=""x 4D*""","=""5/2""",6,"=""""","=""16.960618""","=""""",
"=""3d4.(a 3F).4p""","=""x 4D*""","=""7/2""",8,"=""""","=""16.963997""","=""""",
"=""3d4.(a 3F).4p""","=""x 4D*""","=""3/2""",4,"=""""","=""16.972036""","=""""",
"=""3d4.(a 3F).4p""","=""x 4D*""","=""1/2""",2,"=""""","=""16.977851""","=""""",
"=""3d4.(a 3P).4p""","=""*""","=""3/2""",4,"=""""","=""17.002907""","=""""",
"=""3d4.(a 3F).4p""","=""z 2F*""","=""5/2""",6,"=""""","=""17.020848""","=""""",
"=""3d4.(3H).4p""","=""z 2H*""","=""9/2""",10,"=""""","=""17.039979""","=""""",
"=""3d4.(a 3F).4p""","=""z 2F*""","=""7/2""",8,"=""""","=""17.060127""","=""""",
"=""3d4.(3G).4p""","=""y 4H*""","=""7/2""",8,"=""""","=""17.067695""","=""""",
"=""3d4.(3H).4p""","=""z 2H*""","=""11/2""",12,"=""""","=""17.098438""","=""""",
"=""3d4.(3G).4p""","=""y 4H*""","=""9/2""",10,"=""""","=""17.101826""","=""""",
"=""3d4.(3G).4p""","=""x 4F*""","=""3/2""",4,"=""""","=""17.138930""","=""""",
"=""3d4.(3G).4p""","=""y 4H*""","=""11/2""",12,"=""""","=""17.140207""","=""""",
"=""3d4.(3G).4p""","=""x 4F*""","=""9/2""",10,"=""""","=""17.148589""","=""""",
"=""3d4.(3G).4p""","=""x 4F*""","=""5/2""",6,"=""""","=""17.152051""","=""""",
"=""3d4.(3G).4p""","=""x 4F*""","=""7/2""",8,"=""""","=""17.154801""","=""""",
"=""3d4.(3G).4p""","=""y 4H*""","=""13/2""",14,"=""""","=""17.184929""","=""""",
"=""3d4.(a 3P).4p""","=""y 2D*""","=""3/2""",4,"=""""","=""17.19562""","=""""",
"=""3d4.(a 3P).4p""","=""y 2D*""","=""5/2""",6,"=""""","=""17.26768""","=""""",
"=""3d4.(a 3F).4p""","=""y 2G*""","=""7/2""",8,"=""""","=""17.31360""","=""""",
"=""3d4.(a 3F).4p""","=""y 2G*""","=""9/2""",10,"=""""","=""17.340108""","=""""",
"=""3d4.(3G).4p""","=""y 2H*""","=""11/2""",12,"=""""","=""17.345645""","=""""",
"=""3d4.(3G).4p""","=""y 2F*""","=""5/2""",6,"=""""","=""17.35089""","=""""",
"=""3d4.(3G).4p""","=""y 2H*""","=""9/2""",10,"=""""","=""17.354180""","=""""",
"=""3d4.(3G).4p""","=""x 4G*""","=""5/2""",6,"=""""","=""17.383464""","=""""",
"=""3d4.(3G).4p""","=""x 4G*""","=""7/2""",8,"=""""","=""17.394294""","=""""",
"=""3d4.(3G).4p""","=""y 2F*""","=""7/2""",8,"=""""","=""17.40752""","=""""",
"=""3d4.(3G).4p""","=""x 4G*""","=""9/2""",10,"=""""","=""17.426904""","=""""",
"=""3d4.(3G).4p""","=""x 4G*""","=""11/2""",12,"=""""","=""17.454109""","=""""",
"=""3d4.(3G).4p""","=""x 2G*""","=""7/2""",8,"=""""","=""17.741767""","=""""",
"=""3d4.(3D).4p""","=""w 4D*""","=""1/2""",2,"=""""","=""17.745486""","=""""",
"=""3d4.(3D).4p""","=""w 4D*""","=""3/2""",4,"=""""","=""17.748140""","=""""",
"=""3d4.(3G).4p""","=""x 2G*""","=""9/2""",10,"=""""","=""17.749764""","=""""",
"=""3d4.(3D).4p""","=""w 4D*""","=""5/2""",6,"=""""","=""17.755752""","=""""",
"=""3d4.(3D).4p""","=""w 4D*""","=""7/2""",8,"=""""","=""17.772524""","=""""",
"=""3d4.(a 1G).4p""","=""x 2F*""","=""7/2""",8,"=""""","=""17.86982""","=""""",
"=""3d4.(3D).4p""","=""x 4P*""","=""5/2""",6,"=""""","=""17.871888""","=""""",
"=""3d4.(1I).4p""","=""y 2I*""","=""13/2""",14,"=""""","=""17.88577""","=""""",
"=""3d4.(1I).4p""","=""y 2I*""","=""11/2""",12,"=""""","=""17.89228""","=""""",
"=""3d4.(a 1G).4p""","=""x 2H*""","=""9/2""",10,"=""""","=""17.918482""","=""""",
"=""3d4.(3D).4p""","=""w 4F*""","=""3/2""",4,"=""""","=""17.918878""","=""""",
"=""3d4.(3D).4p""","=""x 4P*""","=""3/2""",4,"=""""","=""17.930471""","=""""",
"=""3d4.(3D).4p""","=""w 4F*""","=""5/2""",6,"=""""","=""17.937089""","=""""",
"=""3d4.(a 1G).4p""","=""x 2F*""","=""5/2""",6,"=""""","=""17.94279""","=""""",
"=""3d4.(3D).4p""","=""w 4F*""","=""7/2""",8,"=""""","=""17.955104""","=""""",
"=""3d4.(3D).4p""","=""x 4P*""","=""1/2""",2,"=""""","=""17.956991""","=""""",
"=""3d4.(3D).4p""","=""y 2P*""","=""1/2""",2,"=""""","=""17.96272""","=""""",
"=""3d4.(a 1G).4p""","=""x 2H*""","=""11/2""",12,"=""""","=""17.962843""","=""""",
"=""3d4.(3D).4p""","=""w 4F*""","=""9/2""",10,"=""""","=""17.972717""","=""""",
"=""3d4.(1I).4p""","=""z 2K*""","=""13/2""",14,"=""""","=""17.978745""","=""""",
"=""3d4.(3D).4p""","=""y 2P*""","=""3/2""",4,"=""""","=""17.99269""","=""""",
"=""3d4.(1I).4p""","=""z 2K*""","=""15/2""",16,"=""""","=""18.034134""","=""""",
"=""3d4.(a 1G).4p""","=""w 2G*""","=""7/2""",8,"=""""","=""18.17508""","=""""",
"=""3d4.(a 1G).4p""","=""w 2G*""","=""9/2""",10,"=""""","=""18.19944""","=""""",
"=""3d4.(1I).4p""","=""w 2H*""","=""11/2""",12,"=""""","=""18.375314""","=""""",
"=""3d4.(3D).4p""","=""w 2F*""","=""7/2""",8,"=""""","=""18.393750""","=""""",
"=""3d4.(1I).4p""","=""w 2H*""","=""9/2""",10,"=""""","=""18.419155""","=""""",
"=""3d4.(3D).4p""","=""w 2F*""","=""5/2""",6,"=""""","=""18.420134""","=""""",
"=""3d4.(3D).4p""","=""x 2D*""","=""5/2""",6,"=""""","=""18.502707""","=""""",
"=""3d4.(a 1S).4p""","=""x 2P*""","=""3/2""",4,"=""""","=""18.537237""","=""""",
"=""3d4.(3D).4p""","=""x 2D*""","=""3/2""",4,"=""""","=""18.54066""","=""""",
"=""3d4.(a 1S).4p""","=""x 2P*""","=""1/2""",2,"=""""","=""18.550640""","=""""",
"=""3d4.(a 1D).4p""","=""w 2D*""","=""3/2""",4,"=""""","=""18.79958""","=""""",
"=""3d4.(a 1D).4p""","=""w 2D*""","=""5/2""",6,"=""""","=""18.82964""","=""""",
"=""3d4.(a 1D).4p""","=""v 2F*""","=""7/2""",8,"=""""","=""18.891553""","=""""",
"=""3d4.(a 1D).4p""","=""v 2F*""","=""5/2""",6,"=""""","=""18.977976""","=""""",
"=""3d4.(1F).4p""","=""u 2F*""","=""5/2""",6,"=""""","=""19.41862""","=""""",
"=""3d4.(1F).4p""","=""u 2F*""","=""7/2""",8,"=""""","=""19.44191""","=""""",
"=""3d4.(1F).4p""","=""v 2G*""","=""9/2""",10,"=""""","=""19.59152""","=""""",
"=""3d4.(1F).4p""","=""v 2D*""","=""5/2""",6,"=""""","=""19.84239""","=""""",
"=""3d4.(1F).4p""","=""v 2D*""","=""3/2""",4,"=""""","=""19.93151""","=""""",
"=""3d4.(b 3F).4p""","=""v 4F*""","=""3/2""",4,"=""""","=""20.20940""","=""""",
"=""3d4.(b 3F).4p""","=""v 4F*""","=""5/2""",6,"=""""","=""20.21219""","=""""",
"=""3d4.(b 3F).4p""","=""v 4F*""","=""7/2""",8,"=""""","=""20.21916""","=""""",
"=""3d4.(b 3F).4p""","=""v 4F*""","=""9/2""",10,"=""""","=""20.23355""","=""""",
"=""3d4.(b 3F).4p""","=""w 4G*""","=""5/2""",6,"=""""","=""20.50475""","=""""",
"=""3d4.(b 3F).4p""","=""w 4G*""","=""7/2""",8,"=""""","=""20.51054""","=""""",
"=""3d4.(b 3F).4p""","=""t 2F*""","=""7/2""",8,"=""""","=""20.54454""","=""""",
"=""3d4.(b 3F).4p""","=""w 4G*""","=""9/2""",10,"=""""","=""20.54914""","=""""",
"=""3d4.(b 3F).4p""","=""t 2F*""","=""5/2""",6,"=""""","=""20.57182""","=""""",
"=""3d4.(b 3F).4p""","=""w 4G*""","=""11/2""",12,"=""""","=""20.57481""","=""""",
"=""3d4.(b 3P).4p""","=""y 4S*""","=""3/2""",4,"=""""","=""20.80559""","=""""",
"=""3d4.(b 3F).4p""","=""u 2G*""","=""9/2""",10,"=""""","=""21.00974""","=""""",
"=""3d4.(b 3F).4p""","=""u 4D*""","=""7/2""",8,"=""""","=""21.01759""","=""""",
"=""3d4.(b 3F).4p""","=""u 2G*""","=""11/2""",12,"=""""","=""21.03794""","=""""",
"=""3d4.(b 3F).4p""","=""u 4D*""","=""5/2""",6,"=""""","=""21.04919""","=""""",
"=""3d4.(b 3F).4p""","=""u 4D*""","=""3/2""",4,"=""""","=""21.07449""","=""?""",
"=""3d4.(5D).4d""","=""e 6G""","=""3/2""",4,"=""""","=""21.381228""","=""""",
"=""3d4.(5D).4d""","=""e 6G""","=""5/2""",6,"=""""","=""21.393207""","=""""",
"=""3d4.(5D).4d""","=""e 6P""","=""3/2""",4,"=""""","=""21.395863""","=""""",
"=""3d4.(5D).4d""","=""e 6P""","=""5/2""",6,"=""""","=""21.401392""","=""""",
"=""3d4.(5D).4d""","=""e 6G""","=""7/2""",8,"=""""","=""21.409919""","=""""",
"=""3d4.(5D).4d""","=""e 6P""","=""7/2""",8,"=""""","=""21.419008""","=""""",
"=""3d4.(5D).4d""","=""e 6G""","=""9/2""",10,"=""""","=""21.431291""","=""""",
"=""3d4.(5D).4d""","=""e 6G""","=""11/2""",12,"=""""","=""21.457146""","=""""",
"=""3d4.(5D).4d""","=""e 6G""","=""13/2""",14,"=""""","=""21.487261""","=""""",
"=""3d4.(5D).4d""","=""e 6D""","=""1/2""",2,"=""""","=""21.552802""","=""""",
"=""3d4.(5D).4d""","=""e 6D""","=""3/2""",4,"=""""","=""21.563417""","=""""",
"=""3d4.(5D).4d""","=""e 6D""","=""5/2""",6,"=""""","=""21.579312""","=""""",
"=""3d4.(5D).4d""","=""e 6D""","=""7/2""",8,"=""""","=""21.603420""","=""""",
"=""3d4.(5D).4d""","=""e 6F""","=""1/2""",2,"=""""","=""21.603953""","=""""",
"=""3d4.(5D).4d""","=""e 6F""","=""3/2""",4,"=""""","=""21.614526""","=""""",
"=""3d4.(5D).4d""","=""e 6F""","=""5/2""",6,"=""""","=""21.627381""","=""""",
"=""3d4.(5D).4d""","=""e 6D""","=""9/2""",10,"=""""","=""21.630788""","=""""",
"=""3d4.(5D).4d""","=""e 6F""","=""7/2""",8,"=""""","=""21.644649""","=""""",
"=""3d4.(5D).4d""","=""e 6F""","=""9/2""",10,"=""""","=""21.681675""","=""""",
"=""3d4.(5D).4d""","=""e 6F""","=""11/2""",12,"=""""","=""21.694216""","=""""",
"=""3d4.(5D).4d""","=""e 4P""","=""1/2""",2,"=""""","=""21.811114""","=""""",
"=""3d4.(5D).5s""","=""f 6D""","=""1/2""",2,"=""""","=""21.833705""","=""""",
"=""3d4.(5D).5s""","=""f 6D""","=""3/2""",4,"=""""","=""21.847150""","=""""",
"=""3d4.(5D).4d""","=""e 4P""","=""3/2""",4,"=""""","=""21.854171""","=""""",
"=""3d4.(5D).4d""","=""e 4G""","=""5/2""",6,"=""""","=""21.854726""","=""""",
"=""3d4.(5D).5s""","=""f 6D""","=""5/2""",6,"=""""","=""21.869656""","=""""",
"=""3d4.(5D).4d""","=""e 4G""","=""7/2""",8,"=""""","=""21.878844""","=""""",
"=""3d4.(5D).5s""","=""f 6D""","=""7/2""",8,"=""""","=""21.900710""","=""""",
"=""3d4.(5D).4d""","=""e 4P""","=""5/2""",6,"=""""","=""21.905994""","=""""",
"=""3d4.(5D).4d""","=""e 4G""","=""9/2""",10,"=""""","=""21.907395""","=""""",
"=""3d4.(5D).5s""","=""f 6D""","=""9/2""",10,"=""""","=""21.938409""","=""""",
"=""3d4.(5D).4d""","=""e 4G""","=""11/2""",12,"=""""","=""21.941485""","=""""",
"=""3d4.(5D).4d""","=""e 4D""","=""1/2""",2,"=""""","=""21.968163""","=""""",
"=""3d4.(5D).4d""","=""e 4D""","=""3/2""",4,"=""""","=""21.978597""","=""""",
"=""3d4.(5D).4d""","=""e 4D""","=""5/2""",6,"=""""","=""22.004372""","=""""",
